pet_31626, 3380, 筷子, 吃飯
pet_31448, 3389, 睡覺, 累
pet_31162, 3389, 睡覺, 累
pet_31352, 3389, 睡覺, 累
pet_31371, 3389, 睡覺, 累
pet_30793, 3389, 睡覺, 累
pet_30614, 3389, 睡覺, 累
pet_30075, 3389, 睡覺, 累
pet_18843, 3389, 睡覺, 累
pet_1453, 3389, 睡覺, 累
pet_7167, 3389, 睡覺, 累
pet_30021, 3389, 睡覺, 累
pet_29931, 3389, 睡覺, 累
pet_28610, 3389, 睡覺, 累
pet_8131, 3386, 工作, 賺錢
pet_31626, 3386, 工作, 賺錢
pet_31022, 3386, 工作, 賺錢
pet_31209, 3386, 工作, 賺錢
pet_30834, 3386, 工作, 賺錢
pet_31098, 3386, 工作, 賺錢
pet_30840, 3386, 工作, 賺錢
pet_30834, 3386, 工作, 賺錢
pet_27847, 3386, 工作, 賺錢
pet_26494, 3386, 工作, 賺錢
pet_18643, 3386, 工作, 賺錢
pet_29544, 3386, 工作, 賺錢
pet_30223, 3386, 工作, 賺錢
pet_30171, 3386, 工作, 賺錢
pet_31471, 3380, 沐浴乳, 洗澡
pet_31359, 3380, 沐浴乳, 洗澡
pet_30892, 3380, 沐浴乳, 洗澡
pet_31209, 3380, 沐浴乳, 洗澡
pet_31296, 3380, 沐浴乳, 洗澡
pet_30407, 3380, 衛生紙, 上廁所
pet_8131, 3380, 衛生紙, 上廁所
pet_26472, 3380, 衛生紙, 上廁所
pet_30828, 3380, 衛生紙, 上廁所
pet_30614, 3380, 衛生紙, 上廁所
pet_3879, 3380, 衛生紙, 上廁所
pet_24142, 3380, 衛生紙, 上廁所
pet_30263, 3380, 衛生紙, 上廁所
pet_30224, 3380, 衛生紙, 上廁所
pet_8045, 3380, 衛生紙, 上廁所
pet_22132, 3380, 衛生紙, 上廁所
pet_29569, 3380, 衛生紙, 上廁所
pet_29238, 3380, 衛生紙, 上廁所
pet_28610, 3380, 衛生紙, 上廁所
pet_7167, 3380, 衛生紙, 上廁所
pet_28907, 3380, 衛生紙, 上廁所
pet_31386, 3380, 床, 睡覺
pet_30843, 3380, 床, 睡覺
pet_31359, 3380, 床, 睡覺
pet_30894, 3380, 床, 睡覺
pet_31154, 3380, 床, 睡覺
pet_30828, 3380, 床, 睡覺
pet_31554, 3378, 獅子, 動物園
pet_31457, 3378, 獅子, 動物園
pet_31512, 3378, 獅子, 動物園
pet_31386, 3378, 獅子, 動物園
pet_31512, 3378, 獅子, 動物園
pet_4206, 3378, 獅子, 動物園
pet_31435, 3378, 獅子, 動物園
pet_31448, 3378, 獅子, 動物園
pet_31339, 3378, 獅子, 動物園
pet_20446, 3378, 獅子, 動物園
pet_31393, 3378, 獅子, 動物園
pet_4630, 3378, 學生, 學校
pet_30205, 3378, 學生, 學校
pet_31247, 3378, 學生, 學校
pet_31178, 3378, 學生, 學校
pet_31022, 3378, 學生, 學校
pet_27980, 3378, 學生, 學校
pet_30862, 3378, 學生, 學校
pet_30643, 3378, 學生, 學校
pet_30372, 3378, 學生, 學校
pet_30135, 3399, 苦瓜, 苦
pet_29736, 3399, 苦瓜, 苦
pet_28663, 3399, 苦瓜, 苦
pet_28871, 3399, 苦瓜, 苦
pet_28805, 3399, 苦瓜, 苦
pet_651, 3399, 苦瓜, 苦
pet_26710, 3399, 苦瓜, 苦
pet_22294, 3399, 苦瓜, 苦
pet_2639, 3399, 苦瓜, 苦
pet_25661, 3399, 苦瓜, 苦
pet_31367, 3386, 睡覺, 休息
pet_31668, 3386, 睡覺, 休息
pet_31386, 3386, 睡覺, 休息
pet_30066, 3386, 睡覺, 休息
pet_8581, 3386, 睡覺, 休息
pet_30442, 3386, 睡覺, 休息
pet_30801, 3386, 睡覺, 休息
pet_11199, 3386, 睡覺, 休息
pet_30577, 3386, 睡覺, 休息
pet_27847, 3378, 大象, 動物園
pet_31554, 3378, 大象, 動物園
pet_31457, 3378, 大象, 動物園
pet_31512, 3378, 大象, 動物園
pet_31512, 3378, 大象, 動物園
pet_29778, 3399, 檸檬, 酸
pet_29668, 3399, 檸檬, 酸
pet_29506, 3399, 檸檬, 酸
pet_29554, 3399, 檸檬, 酸
pet_29499, 3399, 檸檬, 酸
pet_29130, 3399, 檸檬, 酸
pet_28920, 3399, 檸檬, 酸
pet_27781, 3399, 檸檬, 酸
pet_24934, 3399, 檸檬, 酸
pet_31328, 3380, 肥皂, 洗澡
pet_4630, 3380, 肥皂, 洗澡
pet_31296, 3380, 肥皂, 洗澡
pet_31002, 3380, 肥皂, 洗澡
pet_3879, 3380, 肥皂, 洗澡
pet_31554, 3378, 老虎, 動物園
pet_31512, 3378, 老虎, 動物園
pet_31386, 3378, 老虎, 動物園
pet_4206, 3378, 老虎, 動物園
pet_31435, 3378, 老虎, 動物園
pet_31448, 3378, 老虎, 動物園
pet_20446, 3378, 老虎, 動物園
pet_7167, 3378, 老虎, 動物園
pet_31262, 3378, 老虎, 動物園
pet_31046, 3378, 老虎, 動物園
pet_31435, 3353, 天氣熱, 吹冷氣
pet_31352, 3353, 天氣熱, 吹冷氣
pet_31154, 3353, 天氣熱, 吹冷氣
pet_7167, 3353, 天氣熱, 吹冷氣
pet_248, 3353, 天氣熱, 吹冷氣
pet_6537, 3353, 天氣熱, 吹冷氣
pet_29781, 3353, 天氣熱, 吹冷氣
pet_18643, 3353, 天氣熱, 吹冷氣
pet_30212, 3353, 天氣熱, 吹冷氣
pet_30170, 3353, 天氣熱, 吹冷氣
pet_17737, 3370, 紅茶, 飲料
pet_31663, 3409, 紅色, 熱情
pet_31087, 3409, 紅色, 熱情
pet_31386, 3409, 紅色, 熱情
pet_31512, 3409, 紅色, 熱情
pet_31340, 3409, 紅色, 熱情
pet_31159, 3409, 紅色, 熱情
pet_31457, 3393, 老鼠, 貓
pet_31448, 3393, 老鼠, 貓
pet_22697, 3393, 老鼠, 貓
pet_31130, 3393, 老鼠, 貓
pet_30698, 3393, 老鼠, 貓
pet_30830, 3393, 老鼠, 貓
pet_30854, 3393, 老鼠, 貓
pet_30171, 3393, 老鼠, 貓
pet_30614, 3393, 老鼠, 貓
pet_30413, 3393, 老鼠, 貓
pet_30372, 3393, 老鼠, 貓
pet_31651, 3393, 蟑螂, 拖鞋
pet_31609, 3393, 蟑螂, 拖鞋
pet_31439, 3393, 蟑螂, 拖鞋
pet_31151, 3393, 蟑螂, 拖鞋
pet_31448, 3393, 蟑螂, 拖鞋
pet_31455, 3393, 蟑螂, 拖鞋
pet_31394, 3393, 蟑螂, 拖鞋
pet_31328, 3393, 蟑螂, 拖鞋
pet_28506, 3393, 蟑螂, 拖鞋
pet_31057, 3389, 吃飯, 餓
pet_12229, 3389, 吃飯, 餓
pet_819, 3389, 吃飯, 餓
pet_8497, 3389, 吃飯, 餓
pet_30083, 3389, 吃飯, 餓
pet_7167, 3389, 吃飯, 餓
pet_29143, 3389, 吃飯, 餓
pet_22530, 3389, 吃飯, 餓
pet_31626, 3387, 努力工作, 錢
pet_386, 3387, 努力工作, 錢
pet_31569, 3387, 努力工作, 錢
pet_31456, 3387, 努力工作, 錢
pet_31393, 3387, 努力工作, 錢
pet_30, 3387, 努力工作, 錢
pet_4440, 3387, 努力工作, 錢
pet_30373, 3387, 努力工作, 錢
pet_29778, 3387, 努力工作, 錢
pet_28906, 3387, 努力工作, 錢
pet_30109, 3387, 努力工作, 錢
pet_31130, 3353, 肚子餓, 吃東西
pet_31130, 3353, 肚子餓, 吃東西
pet_20446, 3353, 肚子餓, 吃東西
pet_30862, 3353, 肚子餓, 吃東西
pet_30828, 3353, 肚子餓, 吃東西
pet_30614, 3353, 肚子餓, 吃東西
pet_31296, 3380, 衛生紙, 大便
pet_31299, 3380, 衛生紙, 大便
pet_31177, 3380, 衛生紙, 大便
pet_31471, 3385, 睡覺, 累了
pet_31477, 3385, 睡覺, 累了
pet_31477, 3385, 睡覺, 累了
pet_31393, 3385, 睡覺, 累了
pet_2695, 3385, 睡覺, 累了
pet_4630, 3380, 毛巾, 洗澡
pet_30892, 3380, 毛巾, 洗澡
pet_31209, 3380, 毛巾, 洗澡
pet_31296, 3380, 毛巾, 洗澡
pet_248, 3380, 毛巾, 洗澡
pet_30830, 3380, 毛巾, 洗澡
pet_30843, 3366, 桌子, 木頭
pet_31386, 3366, 桌子, 木頭
pet_31394, 3366, 桌子, 木頭
pet_31394, 3366, 桌子, 木頭
pet_30892, 3380, 水, 洗澡
pet_30614, 3380, 水, 洗澡
pet_6136, 3380, 杯子, 喝水
pet_31177, 3380, 杯子, 喝水
pet_12134, 3380, 杯子, 喝水
pet_248, 3380, 杯子, 喝水
pet_31177, 3380, 杯子, 喝水
pet_386, 3380, 杯子, 喝水
pet_30413, 3380, 杯子, 喝水
pet_24142, 3380, 杯子, 喝水
pet_24308, 3389, 睡覺, 無聊
pet_30205, 3389, 睡覺, 無聊
pet_31411, 3360, 吃飯, 拿筷子
pet_31435, 3360, 吃飯, 拿筷子
pet_12134, 3360, 吃飯, 拿筷子
pet_30830, 3360, 吃飯, 拿筷子
pet_30442, 3360, 吃飯, 拿筷子
pet_31477, 3385, 喝水, 口渴
pet_31209, 3385, 喝水, 口渴
pet_30919, 3385, 喝水, 口渴
pet_30171, 3385, 喝水, 口渴
pet_30482, 3385, 喝水, 口渴
pet_1264, 3385, 喝水, 口渴
pet_29950, 3385, 喝水, 口渴
pet_29899, 3385, 喝水, 口渴
pet_31162, 3383, 貓, 睡覺
pet_30828, 3383, 貓, 睡覺
pet_30690, 3383, 貓, 睡覺
pet_30614, 3383, 貓, 睡覺
pet_30205, 3383, 貓, 睡覺
pet_24934, 3383, 貓, 睡覺
pet_30232, 3383, 貓, 睡覺
pet_30181, 3383, 貓, 睡覺
pet_31435, 3415, 生日, 吃蛋糕
pet_26880, 3415, 生日, 吃蛋糕
pet_31435, 3415, 生日, 吃蛋糕
pet_30882, 3370, 可樂, 飲料
pet_29727, 3370, 可樂, 飲料
pet_15400, 3365, 手, 身體
pet_29634, 3365, 手, 身體
pet_28155, 3365, 手, 身體
pet_15306, 3365, 手, 身體
pet_6493, 3365, 手, 身體
pet_9786, 3365, 手, 身體
pet_24665, 3365, 手, 身體
pet_23142, 3365, 手, 身體
pet_23103, 3365, 手, 身體
pet_28948, 3399, 辣椒, 辣
pet_29741, 3399, 辣椒, 辣
pet_29214, 3399, 辣椒, 辣
pet_28435, 3399, 辣椒, 辣
pet_26472, 3399, 辣椒, 辣
pet_25335, 3399, 辣椒, 辣
pet_29995, 3360, 睡覺, 關燈
pet_29668, 3360, 睡覺, 關燈
pet_30372, 3360, 睡覺, 關燈
pet_31651, 3368, 麵包, 麵粉
pet_31435, 3368, 麵包, 麵粉
pet_31087, 3368, 麵包, 麵粉
pet_26224, 3368, 麵包, 麵粉
pet_30830, 3368, 麵包, 麵粉
pet_30614, 3368, 麵包, 麵粉
pet_27847, 3378, 猴子, 動物園
pet_31448, 3378, 猴子, 動物園
pet_31339, 3378, 猴子, 動物園
pet_31046, 3378, 猴子, 動物園
pet_31159, 3378, 猴子, 動物園
pet_23510, 3378, 猴子, 動物園
pet_30840, 3378, 猴子, 動物園
pet_31282, 3393, 貓, 狗
pet_31130, 3393, 貓, 狗
pet_31020, 3393, 貓, 狗
pet_30205, 3378, 校長, 學校
pet_31178, 3378, 校長, 學校
pet_30862, 3378, 校長, 學校
pet_30840, 3378, 校長, 學校
pet_30372, 3378, 校長, 學校
pet_18643, 3378, 校長, 學校
pet_30223, 3378, 校長, 學校
pet_31435, 3389, 吃東西, 肚子餓
pet_31601, 3389, 吃東西, 肚子餓
pet_30828, 3365, 腳, 身體
pet_27825, 3365, 腳, 身體
pet_26528, 3365, 腳, 身體
pet_26399, 3365, 腳, 身體
pet_25385, 3365, 腳, 身體
pet_24663, 3365, 腳, 身體
pet_23031, 3365, 腳, 身體
pet_23050, 3365, 腳, 身體
pet_31651, 3387, 賺錢, 錢
pet_5780, 3387, 賺錢, 錢
pet_4630, 3380, 洗髮精, 洗澡
pet_31209, 3380, 洗髮精, 洗澡
pet_31296, 3380, 洗髮精, 洗澡
pet_31435, 3353, 上課, 睡覺
pet_31435, 3353, 上課, 睡覺
pet_31411, 3353, 上課, 睡覺
pet_19552, 3353, 上課, 睡覺
pet_31238, 3353, 上課, 睡覺
pet_31386, 3360, 睡覺, 刷牙
pet_31435, 3360, 睡覺, 刷牙
pet_31411, 3360, 睡覺, 刷牙
pet_24324, 3360, 睡覺, 刷牙
pet_30458, 3360, 睡覺, 刷牙
pet_31651, 3412, 睡覺, 打呼
pet_29633, 3412, 睡覺, 打呼
pet_26472, 3412, 睡覺, 打呼
pet_31130, 3412, 睡覺, 打呼
pet_20446, 3412, 睡覺, 打呼
pet_30524, 3412, 睡覺, 打呼
pet_30834, 3412, 睡覺, 打呼
pet_30829, 3412, 睡覺, 打呼
pet_30862, 3380, 叉子, 吃飯
pet_30721, 3380, 叉子, 吃飯
pet_30296, 3380, 叉子, 吃飯
pet_30413, 3380, 叉子, 吃飯
pet_30372, 3380, 叉子, 吃飯
pet_31512, 3383, 貓, 抓老鼠
pet_31554, 3383, 貓, 抓老鼠
pet_25865, 3383, 貓, 抓老鼠
pet_31476, 3383, 貓, 抓老鼠
pet_31483, 3383, 貓, 抓老鼠
pet_31321, 3383, 貓, 抓老鼠
pet_20446, 3383, 貓, 抓老鼠
pet_30378, 3383, 貓, 抓老鼠
pet_31607, 3389, 看電視, 無聊
pet_31352, 3389, 看電視, 無聊
pet_31209, 3353, 無聊, 睡覺
pet_31435, 3353, 無聊, 睡覺
pet_31351, 3353, 無聊, 睡覺
pet_31277, 3353, 無聊, 睡覺
pet_22909, 3387, 努力, 錢
pet_30413, 3387, 努力, 錢
pet_31177, 3387, 努力, 錢
pet_20446, 3387, 努力, 錢
pet_30851, 3387, 努力, 錢
pet_30614, 3387, 努力, 錢
pet_29877, 3387, 努力, 錢
pet_30931, 3383, 人, 吃飯
pet_30834, 3383, 人, 吃飯
pet_31358, 3412, 肚子餓, 吃飯
pet_31078, 3412, 肚子餓, 吃飯
pet_31033, 3412, 肚子餓, 吃飯
pet_30401, 3412, 肚子餓, 吃飯
pet_30445, 3412, 肚子餓, 吃飯
pet_30256, 3412, 肚子餓, 吃飯
pet_30187, 3412, 肚子餓, 吃飯
pet_31651, 3392, 老師, 壞學生
pet_31272, 3392, 老師, 壞學生
pet_31386, 3389, 喝水, 口渴
pet_30503, 3389, 喝水, 口渴
pet_30843, 3389, 喝水, 口渴
pet_30840, 3389, 喝水, 口渴
pet_30212, 3389, 喝水, 口渴
pet_30120, 3389, 喝水, 口渴
pet_28920, 3389, 喝水, 口渴
pet_15674, 3389, 喝水, 口渴
pet_31435, 3384, 手機, 響
pet_31554, 3384, 手機, 響
pet_31386, 3384, 手機, 響
pet_31386, 3384, 手機, 響
pet_31435, 3384, 手機, 響
pet_31394, 3384, 手機, 響
pet_31321, 3384, 手機, 響
pet_31087, 3368, 蛋糕, 麵粉
pet_26224, 3368, 蛋糕, 麵粉
pet_30614, 3368, 蛋糕, 麵粉
pet_1264, 3368, 蛋糕, 麵粉
pet_29990, 3368, 蛋糕, 麵粉
pet_31386, 3399, 藥, 苦
pet_26481, 3399, 藥, 苦
pet_22328, 3399, 藥, 苦
pet_22044, 3399, 藥, 苦
pet_19883, 3399, 藥, 苦
pet_19472, 3399, 藥, 苦
pet_31497, 3366, 椅子, 木頭
pet_31386, 3366, 椅子, 木頭
pet_31386, 3366, 椅子, 木頭
pet_31475, 3366, 椅子, 木頭
pet_20446, 3366, 椅子, 木頭
pet_31554, 3388, 煮飯, 吃飯
pet_4206, 3388, 煮飯, 吃飯
pet_31455, 3388, 煮飯, 吃飯
pet_31393, 3388, 煮飯, 吃飯
pet_31137, 3388, 煮飯, 吃飯
pet_31013, 3388, 煮飯, 吃飯
pet_30643, 3388, 煮飯, 吃飯
pet_30801, 3388, 煮飯, 吃飯
pet_5459, 3388, 煮飯, 吃飯
pet_31393, 3377, 老師, 學校
pet_15677, 3377, 老師, 學校
pet_30862, 3377, 老師, 學校
pet_31358, 3377, 老師, 學校
pet_31296, 3377, 老師, 學校
pet_31154, 3377, 老師, 學校
pet_31455, 3392, 學生, 考試
pet_31668, 3392, 學生, 考試
pet_31651, 3392, 學生, 考試
pet_31430, 3392, 學生, 考試
pet_31456, 3392, 學生, 考試
pet_31512, 3392, 學生, 考試
pet_31477, 3392, 學生, 考試
pet_31448, 3385, 吃飯, 餓了
pet_31358, 3385, 吃飯, 餓了
pet_31387, 3385, 吃飯, 餓了
pet_31022, 3385, 吃飯, 餓了
pet_5970, 3399, 醋, 酸
pet_26799, 3399, 醋, 酸
pet_31554, 3391, 學生, 放假
pet_30942, 3391, 學生, 放假
pet_31651, 3391, 學生, 放假
pet_31477, 3391, 學生, 放假
pet_31448, 3391, 學生, 放假
pet_31130, 3391, 學生, 放假
pet_31098, 3391, 學生, 放假
pet_27847, 3386, 吃飯, 填飽肚子
pet_31022, 3386, 吃飯, 填飽肚子
pet_29198, 3386, 吃飯, 填飽肚子
pet_20446, 3386, 吃飯, 填飽肚子
pet_30891, 3386, 吃飯, 填飽肚子
pet_30493, 3386, 吃飯, 填飽肚子
pet_30256, 3386, 吃飯, 填飽肚子
pet_30302, 3386, 吃飯, 填飽肚子
pet_31476, 3393, 大象, 老鼠
pet_30843, 3393, 大象, 老鼠
pet_31159, 3393, 大象, 老鼠
pet_31159, 3393, 大象, 老鼠
pet_31087, 3393, 大象, 老鼠
pet_31154, 3393, 大象, 老鼠
pet_31187, 3393, 大象, 老鼠
pet_19372, 3393, 大象, 老鼠
pet_30830, 3393, 大象, 老鼠
pet_645, 3393, 大象, 老鼠
pet_31471, 3353, 天氣冷, 吃火鍋
pet_31386, 3353, 天氣冷, 吃火鍋
pet_31457, 3353, 天氣冷, 吃火鍋
pet_31471, 3353, 天氣冷, 吃火鍋
pet_30931, 3353, 天氣冷, 吃火鍋
pet_30840, 3353, 天氣冷, 吃火鍋
pet_12134, 3353, 天氣冷, 吃火鍋
pet_30935, 3353, 天氣冷, 吃火鍋
pet_30830, 3353, 天氣冷, 吃火鍋
pet_30614, 3353, 天氣冷, 吃火鍋
pet_31435, 3389, 睡覺, 上課
pet_31457, 3389, 睡覺, 上課
pet_31477, 3389, 睡覺, 上課
pet_29732, 3389, 睡覺, 上課
pet_26259, 3389, 睡覺, 上課
pet_24568, 3389, 睡覺, 上課
pet_4630, 3378, 長頸鹿, 動物園
pet_4206, 3378, 長頸鹿, 動物園
pet_31448, 3378, 長頸鹿, 動物園
pet_20446, 3378, 長頸鹿, 動物園
pet_31159, 3378, 長頸鹿, 動物園
pet_12134, 3354, 吃飯, 開心
pet_31654, 3389, 休息, 累
pet_31386, 3389, 休息, 累
pet_31367, 3389, 休息, 累
pet_31448, 3389, 休息, 累
pet_31162, 3389, 休息, 累
pet_31352, 3389, 休息, 累
pet_30793, 3389, 休息, 累
pet_30614, 3389, 休息, 累
pet_30121, 3389, 休息, 累
pet_30110, 3380, 錢, 買東西
pet_29633, 3380, 錢, 買東西
pet_248, 3380, 錢, 買東西
pet_27825, 3380, 錢, 買東西
pet_27716, 3380, 錢, 買東西
pet_31651, 3409, 藍色, 憂鬱
pet_31651, 3409, 藍色, 憂鬱
pet_31177, 3409, 藍色, 憂鬱
pet_31457, 3409, 藍色, 憂鬱
pet_31159, 3409, 藍色, 憂鬱
pet_31339, 3380, 眼罩, 睡覺
pet_30980, 3380, 眼罩, 睡覺
pet_31422, 3356, 肚子餓, 吃飯
pet_15677, 3356, 肚子餓, 吃飯
pet_31448, 3356, 肚子餓, 吃飯
pet_30830, 3356, 肚子餓, 吃飯
pet_30625, 3356, 肚子餓, 吃飯
pet_30302, 3356, 肚子餓, 吃飯
pet_30205, 3370, 花椰菜, 蔬菜
pet_31286, 3389, 唱歌, 開心
pet_31457, 3389, 唱歌, 開心
pet_30862, 3389, 唱歌, 開心
pet_31517, 3389, 打人, 生氣
pet_30194, 3389, 打人, 生氣
pet_29354, 3389, 打人, 生氣
pet_28838, 3389, 打人, 生氣
pet_31435, 3353, 天氣熱, 游泳
pet_31154, 3353, 天氣熱, 游泳
pet_248, 3353, 天氣熱, 游泳
pet_6537, 3353, 天氣熱, 游泳
pet_31277, 3391, 老師, 教書
pet_31435, 3391, 老師, 教書
pet_22979, 3391, 老師, 教書
pet_30843, 3391, 老師, 教書
pet_31154, 3391, 老師, 教書
pet_30856, 3391, 老師, 教書
pet_386, 3370, 蘋果, 水果
pet_31457, 3378, 企鵝, 動物園
pet_4630, 3378, 企鵝, 動物園
pet_4206, 3378, 企鵝, 動物園
pet_31137, 3378, 企鵝, 動物園
pet_30614, 3378, 企鵝, 動物園
pet_30436, 3378, 企鵝, 動物園
pet_31715, 3383, 老師, 教書
pet_386, 3383, 老師, 教書
pet_30921, 3383, 老師, 教書
pet_30643, 3383, 老師, 教書
pet_15356, 3383, 老師, 教書
pet_27519, 3383, 老師, 教書
pet_27519, 3383, 老師, 教書
pet_1453, 3383, 老師, 教書
pet_30272, 3370, 義大利麵, 麵
pet_26472, 3385, 吃飯, 餓
pet_17950, 3385, 吃飯, 餓
pet_31394, 3386, 運動, 健康
pet_20446, 3386, 運動, 健康
pet_30238, 3386, 運動, 健康
pet_31455, 3383, 學生, 讀書
pet_31435, 3383, 學生, 讀書
pet_31457, 3383, 人, 睡覺
pet_30931, 3383, 人, 睡覺
pet_30834, 3383, 人, 睡覺
pet_31477, 3389, 哭, 難過
pet_25255, 3360, 吃飯, 拿碗
pet_30372, 3360, 吃飯, 拿碗
pet_30436, 3360, 吃飯, 拿碗
pet_24677, 3360, 吃飯, 拿碗
pet_30109, 3360, 吃飯, 拿碗
pet_30721, 3380, 盤子, 吃飯
pet_30296, 3380, 盤子, 吃飯
pet_29392, 3380, 盤子, 吃飯
pet_27241, 3399, 酸梅, 酸
